,premise,hypothesis,label,aug_type
209604,A brown cane swimming in water with a tennis ball in his mouth.,A dog pulled out of the grass.,2,back_translation
350939,A man who speaks through a cell phone smiles as he walks in front of a large group of people in the city.,People are seeing the passing man.,1,back_translation
172187,"a man wrapped in blue shirt with a spatula is seen bending over to pick something up while grilling, watches as another bearded man in long red and shiny black rain jacket leans on its grill and watches.",The two men are chatting.,1,bert_insertion
512430,A student is sitting on someone's shoulders in front of a green wall.,A student is looking over a green wall.,1,bert_replacement
51904,A woman sings on stage as a man plays an instrument in unison with her vocals.,A woman tattle on stage as a man plays an instrument in unison with her vocals.,0,synonym_w2v
330951,"Two young girls with backpacks are riding a bike, passing a derelict looking building.","Two young little girl with haversack are ride a motorcycle, passing a derelict looking building.",0,synonym_w2v
302920,Two very young boys reading a book together in a bath bedroom with a small white tiled floor and a light blue bath rug.,Two boys reading a book.,0,bert_replacement
268500,Race car driver sitting in his race car.,A BMX biker is sitting on his bike at the top on a ramp.,2,bert_replacement
104523,Two young women dressed at the party are walking outside and are following a guy with glasses.,Two wanitas are out.,0,back_translation
90154,A minor who carries a lot of balloons.,A lot is riding on a Ferris wheel.,2,back_translation
451515,A window cleaner hangs from the side of a tall building.,A window cleaner sings as it cleans the buildings windows.,1,bert_replacement
308927,a couple with a young child wrapped in a blanket sitting on a concrete step,a couple with a new child wrapped in a blanket sitting on a concrete stone's throw,2,synonym_w2v
135469,A girl with a pink striped shirt coming down the slide.,The babysitter is looking after a baby,1,back_translation
23860,A older man smoking a butt while place his finger at something.,The woman is poking the man.,2,synonym_w2v
395040,Woman gives a presentation about a Chevrolet car.,The woman introduces Chevrolet Cruze.,1,back_translation
25721,A young man rides a purple bike.,The lot is lying under a tree.,2,back_translation
385756,"Man in yellow t-shirt, black denim shorts, black socks and white sneakers, juggling knives in a city park.","man in striped yellow t - shirt, black denim cargo shorts, black socks under and white sneakers, juggling knives out in a city theme park.",1,bert_insertion
520020,A male and female music are playing guitars and performing in public.,people play music,0,back_translation
22512,"A man tossing his son Jimmy in the air, but almost having him hit the ceiling.",Someone is tossing a child high.,0,bert_replacement
399401,some young adults there are sitting just outside looking on a patio talking.,the people were talking outside,0,bert_insertion
389858,woman sign up at a table during to a hat maker society member meeting.,A woman is baking a casserole.,2,bert_insertion
75602,two males standing in front of a gated manor with one bent over with hands on his knees and one pretending to kick the other's bottom.,ii males standing in presence of a gated manor with one bent complete with hands on his knees and one pretence to kick the other ' s bottom.,0,synonym_w2v
40444,A man in a suit reading a from a piece of paper in front of a nude sculpture.,A man in a suit reading a from a piece of paper in front of a nude sculpture.,2,synonym_w2v
305779,little kids stand together and receive an ace award tomorrow for being something.,Little kids receive an award,0,bert_insertion
156567,A young video is jumping on an inflatable castle,The video is playing in a birthday party.,1,bert_replacement
351575,Woman in gray is holding a little girl wearing pink.,Woman in gray is holding a small little girl tire pink.,2,synonym_w2v
91017,an elderly man is working fast to finally sell bread to an elegant elderly woman.,An elderly man is working to sell his old bread to an elderly woman.,1,bert_insertion
207485,"A woman with pink shirt and red board are in the restaurant that contains food and surrounded by made-up breads, a microwave and the menu of the sock board on the wall.",A woman in a restaurant.,0,back_translation
142672,A person riding their bicycle up a dirt mound while two other people are in the background watching.,A person riding their bicycle astir a dirt mound while deuce early people are in the ground watching.,2,synonym_w2v
92155,A Budweiser-sponsored race car accelerates quickly with smoke behind it.,A Budweiser-sponsored race car is getting washed,2,bert_replacement
467627,A baseball player reaches to download and recovers a baseball that has rolled near the entry field.,There is a balloon near the entrance field,0,back_translation
172956,People buying and selling fresh seafood by the beach.,The people bought more flounder than cod.,1,bert_replacement
143577,her two girls started looking at an informational poster.,Two girls have a Justin Bieber poster.,2,bert_insertion
345350,A man with a green jacket and shorts fish from the rocks.,A man fishing in a river.,1,back_translation
297794,a girl started drinking from beside a water fountain.,Sweaty girl drinks from fountain at park,1,bert_insertion
450184,although a white man usually works with some large machinery indoors,A man oversees workers on a factory floor.,2,bert_insertion
353062,artist painting time on over a canvas.,A woman is painting flowers.,1,bert_insertion
210316,A person wearing a purple scarf is snowboarding down a hillside.,A person is wearing a purple scarf.,0,bert_replacement
229114,"One man endure along a paries holding come out his hand to show another man wearing all blue and trash working a pottery wheel, while some dry out pottery pots dry on a table nearby.",A man teaches another man how to use the pottery wheel.,0,synonym_w2v
465920,A man is holding a camera in front of a red vehicle.,a man... is holding a camera out in front out of a red vehicle.,2,bert_insertion
8954,A dog melt in the breakers.,Dog eating pedigree,2,synonym_w2v
401352,The Mastif playfully pins the German Shepherd in the supergrass.,Two dogs are playing.,0,synonym_w2v
305405,A boy wearing a football.,A lot is playing.,0,back_translation
290089,Several women constitute walking down a city street.,The women are riding unicycles.,2,synonym_w2v
232544,A man playing a trumpet along side a woman playing a saxophone stand outside in pink hats.,The man and woman are separated.,1,bert_replacement
536443,A woman with a top without burgundy sleeves and blue shorts that scale steps to whiten,A woman is falling in our way.,2,back_translation
